OBJECTID,ZIP_CODE,PO_NAME,STATE,POPULATION,POP_SQMI,SQMI,Shape_Leng,Shape_Area,Zip,Office_Zip,Count,Attys_perThousand,popup
"15584","50021",Ankeny,IA,"27076",1139.56,23.76,0.427909294228,0.00665956462495,"50021","50021","41",1.514,"<br />ABEL, CHARLES JOSEPH<br />BARNES, LU ANN LORRAINE<br />BEECH, DOUGLAS M.<br />COSTELLO, AMY M<br />DE JOODE, TROY M.<br />ESHELMAN, ERIC RALPH<br />FABER, SCOTT ALLEN<br />FELDSTEIN, STUART I.<br />GOCKE, JAMES M.<br />GOODMAN, HEIDI NICHOLE<br />GREAVES, E. MICHAEL<br />HANUS, BRADLEY<br />HAPPE, JOSHUA JAMES<br />HECHT, LINDSAY M<br />HEGGEN, BONNIE J.<br />HOLM, LORI M.<br />HOLMEN, JONATHAN PAUL<br />HOLMES, RUSSELL EDWARD<br />HUSER, KELLI A<br />JACKOWSKI, JULIA L.<br />JONES, ADAM W.<br />KILEY, ELIZABETH F<br />KONCHAR, SAMUEL GREGORY<br />KRELL, LE ANNE K.<br />LAMBERTI, JEFFREY M.<br />LUETJE, LAURA RUTH KILIAN<br />MASON, JACOB L.<br />MATTAN, CLAIRE RENEE<br />MC MURRY, MICHAEL S.<br />MEYER, JENNIFER LYNN<br />O'CONNOR, KATHLEEN ANN<br />ORLANES, JANE A.<br />PETTIGREW, LARRY JON<br />SKLODA, JAMES SCOTT<br />STEVENS, STACY LYN<br />STRONG, WILLIAM CHARLES<br />SWANSON, STEPHEN JOHN<br />SWARTZENDRUBER, ROBERTA<br />THURSTON - SHELL, SCHERAEL NICHOLE<br />WHITE, MATTHEW J.<br />WILLIAMS, DONALD LEE<br />"
"15585","50022",Atlantic,IA,"8029",48.09,166.97,1.39602594158,0.0465706095359,"50022","50022","12",1.495,"<br />ENGLER, ROBERT JAMES<br />HOCKENBERRY, JUSTIN DUANE<br />HOOPER, MICHAEL DONN<br />KNUTH, ANDREW J.<br />MAILANDER, JONATHAN JAMES<br />PELLETT, SUSAN OLSON<br />PETERS, KAREN K.<br />PLUMB, JENNIFER LYNN<br />STRAZDAS, VANESSA E.<br />VAN GINKEL, JAMES CAROL<br />WIEDERSTEIN, DAVID LOUIS<br />WONIO, THEODORE R.<br />"
"15586","50023",Ankeny,IA,"36573",1649.66,22.17,0.43646052724,0.00621313654729,"50023","50023","37",1.012,"<br />BENLAALA, MEHDI<br />BURK, TRAVIS JAMES<br />FODDRILL, BRIAN WILLIAM<br />GRAY, MARK R.<br />GREEN, AMANDA LEE<br />GREIM, ALEXANDRIA A.<br />HANDLEY, CHELSEY NOELLE<br />HANDLEY, LARRY JOSEPH<br />HANDLEY-CHERRY, HEATHER NICOLE<br />HAUGO, JOSHUA SCOTT<br />HODGES, ELISSA MARIE<br />HOUNSHELL, SHANON M.<br />JENSEN TABOR, NOAH<br />LEWIS, JOSEPHINE MARIE<br />MAJESKI, BRIAN PETER<br />MC COID, MARLA<br />MC CURTAIN, AMY MICHELLE<br />MENADUE, HANNAH PAULINE<br />MITCHELL, SUSAN JANE LYNCH DIEHL<br />MUNRO, JAMES THOMAS<br />NADING, ROBERT ADDISON II<br />NELSON, THOMAS GREGG<br />NIELSEN, STEPHEN V.<br />OLIVER, JEFFREY CLAIR<br />OWENSON, JENIFER<br />PRITCHARD, CHARLES P. JR.<br />SCANLAN, BRUCE W.<br />SCHULTZ, JUSTIN CHARLES<br />SIEDSMA, SARA ANN<br />SKINNER, GREGORY ALAN<br />SMITH, STEVEN PAUL<br />STUEDEMANN, MARQUEL RAYLEE SCHULTHEIS<br />TAKEKAWA, DAWN VAN WYK<br />UBBEN, CHRISTOPHER JOHN<br />VANDENBERG, ALEXANDRIA RAE<br />WARUTERE, AGNES GATHONI<br />WOOD, SCOTT MORRISON<br />"
"15587","50025",Audubon,IA,"3105",15.38,201.89,1.42900890716,0.0566084861344,"50025","50025","3",0.966,"<br />JENNINGS, SARAH ANNE<br />LEVIS, LANCE DOUGLAS<br />TINKER, JAMES MICHAEL<br />"
"15588","50026",Bagley,IA,"568",9.78,58.09,0.698269388217,0.0163117012919,"50026","50026","1",1.761,"<br />SMITH, KENT M.<br />"
"15589","50027",Barnes City,IA,"282",10.11,27.9,0.490762136132,0.00778881482151,"50027",,"0",0,No attorneys found for this zip code
"15590","50028",Baxter,IA,"1680",42.19,39.82,0.606759498302,0.01117428783,"50028","50028","2",1.19,"<br />HIER, T.J.<br />OTTO, CAITLIN BUXTON<br />"
"15591","50029",Bayard,IA,"677",18.74,36.12,0.558734814978,0.0101372493266,"50029","50029","1",1.477,"<br />LEWIS, MELISSA CHRISTINE<br />"
"15592","50031",Beaver,IA,"47",188,0.25,0.0341316084159,7.09978690006e-05,"50031",,"0",0,No attorneys found for this zip code
"15593","50032",Berwick,IA,"466",241.45,1.93,0.105053751778,0.000540231781716,"50032","50032","1",2.146,"<br />ALLISON, STEPHEN KYLE<br />"
"15594","50033",Bevington,IA,"116",464,0.25,0.0361983114892,6.90506906551e-05,"50033",,"0",0,No attorneys found for this zip code
"15595","50034",Blairsburg,IA,"451",8.23,54.82,0.699574783402,0.0155520668385,"50034",,"0",0,No attorneys found for this zip code
"15596","50035",Bondurant,IA,"7107",166.79,42.61,0.635883175811,0.0119430967118,"50035","50035","4",0.563,"<br />HANSEN, RUSSELL J.<br />LOHSE, BRIAN K.<br />PARSONS, EARL EUGENE<br />UGULINI, SUSAN JEAN<br />"
"15597","50036",Boone,IA,"16460",81.38,202.27,1.48149760587,0.0570062804375,"50036","50036","23",1.397,"<br />BALTIMORE, FRANCIS DALE CHIP II<br />DAKIN, DOROTHY LYNN CHUHEL<br />DORAN, BENJAMIN THOMAS<br />FLYNN, JOHN ROBERT<br />FONTANINI, NICOLAS G.<br />JORDAN, JOHN DAVID<br />KOLACIA, DANIEL JOSEPH<br />KRUSE, JUDD N.<br />MAHONEY, MICHAEL FRANCIS<br />MAHONEY, RYAN JOSEPH<br />MOON, CHRISTINE ROCHELLE KEENAN<br />NALEAN, LOREN ARTHUR<br />NALEAN, STEVEN KANE<br />NEREM, MEREDITH CATHERINE<br />OETH, STEVEN JOSEPH<br />PIKLAPP, GARRETT STEWART<br />PRITCHARD, KOBY MICHAEL<br />PUNTENNEY, KEITH D.<br />QUINN, KIRKE CRAVEN<br />ROBBINS, JIM P.<br />SCHROEDER, ALAN CRAIG<br />SPEERS, MATTHEW J<br />TUNGESVIK, MICHAEL DAVID<br />"
"15598","50038",Booneville,IA,"73",51.05,1.43,0.184903613695,0.000398141675579,"50038","50038","1",13.699,"<br />FORSYTH, JULIE ANNE<br />"
"15599","50039",Bouton,IA,"416",13.9,29.92,0.4975735415,0.00839793538586,"50039",,"0",0,No attorneys found for this zip code
"15600","50040",Boxholm,IA,"199",39.72,5.01,0.164857628992,0.00141249599823,"50040",,"0",0,No attorneys found for this zip code
"15601","50041",Bradford,IA,"89",95.7,0.93,0.0658211721644,0.000264765909535,"50041",,"0",0,No attorneys found for this zip code
"15602","50042",Brayton,IA,"318",8.26,38.49,0.857720447082,0.0107545593813,"50042",,"0",0,No attorneys found for this zip code
"15603","50044",Bussey,IA,"796",18.02,44.18,0.808462056948,0.0122849462436,"50044",,"0",0,No attorneys found for this zip code
"15604","50046",Cambridge,IA,"1680",36.41,46.14,0.626487727703,0.0129627505823,"50046","50046","2",1.19,"<br />LEWIS, MICHAEL L.<br />SKINNER, KATHY MACE<br />"
"15605","50047",Carlisle,IA,"6213",100.08,62.08,0.914846499125,0.0173324827526,"50047","50047","3",0.483,"<br />GOODHUE, DARRELL<br />JUDISCH, JOHN H.<br />STUYVESANT, ROBERT LYN<br />"
"15606","50048",Casey,IA,"880",9.57,91.94,1.00017467766,0.0256813785801,"50048",,"0",0,No attorneys found for this zip code
"15607","50049",Chariton,IA,"6394",27.32,234.06,1.58738148556,0.0649156418299,"50049","50049","10",1.564,"<br />DANIELS, CURT N.<br />DEMICHELIS, AMANDA MAY<br />GOLDSMITH, PAUL MATTHEW<br />MEFFERD, JAMES BOYD JR<br />MEYER, RAYMOND C.<br />MOORE, MATTHEW CHRISTIAAN<br />PETERSEN, R. WILLIAM<br />SCHOENIG, RACHEL R. WATKINS<br />SHELTON, BRANDON JON<br />SHELTON, WILLIAM LE ROY<br />"
"15608","50050",Churdan,IA,"743",9.91,74.99,0.847049307348,0.0211581235684,"50050",,"0",0,No attorneys found for this zip code
"15609","50051",Clemons,IA,"237",8.17,29.01,0.767993116456,0.00818070832376,"50051",,"0",0,No attorneys found for this zip code
"15610","50052",Clio,IA,"106",8.7,12.18,0.280570795955,0.00335889456946,"50052",,"0",0,No attorneys found for this zip code
"15611","50054",Colfax,IA,"3430",57.77,59.37,0.817372567973,0.0166301958824,"50054","50054","2",0.583,"<br />KERN, BRIAN LEE<br />LUTHENS, AUGUST H.<br />"
"15612","50055",Collins,IA,"1015",20.04,50.66,0.551008442881,0.0142330556785,"50055",,"0",0,No attorneys found for this zip code
"15613","50056",Colo,IA,"1406",24.97,56.3,0.559581540264,0.0158496366158,"50056",,"0",0,No attorneys found for this zip code
"15614","50057",Columbia,IA,"240",12.25,19.59,0.436190047019,0.00544391012891,"50057",,"0",0,No attorneys found for this zip code
"15615","50058",Coon Rapids,IA,"1932",15.45,125.03,1.12811661275,0.0351144039895,"50058",,"0",0,No attorneys found for this zip code
"15616","50059",Cooper,IA,"33",550,0.06,0.020311658332,1.76564009397e-05,"50059",,"0",0,No attorneys found for this zip code
"15617","50060",Corydon,IA,"2532",14.5,174.68,1.90927729984,0.0482491227418,"50060","50060","7",2.765,"<br />BRACEWELL, JONATHAN PAUL<br />LAIN, JENNA KAYE<br />NORRIS, VERLE W.<br />Relph, Dustria Ann<br />ROCKHOLD, DANIEL RAY<br />ROWE, JAMES G.<br />WILSON, ALAN MONROE<br />"
"15618","50061",Cumming,IA,"1949",55.15,35.34,0.713041861409,0.00986750783017,"50061","50061","2",1.026,"<br />ANDERSON, MARTIN RAY<br />VERHOFSTE, JASPER PAUL<br />"
"15619","50062",Melcher Dallas,IA,"923",34.43,26.81,0.622649837125,0.00745669026962,"50062",,"0",0,No attorneys found for this zip code
"15620","50063",Dallas Center,IA,"3119",48.44,64.39,0.864657957509,0.0180391275474,"50063","50063","3",0.962,"<br />BROWN, RALPH R.<br />FAGEN, CHARLES HOWARD<br />ROUSE, BENJAMIN LEE<br />"
"15621","50064",Dana,IA,"124",6.26,19.8,0.554614300203,0.00558077075554,"50064",,"0",0,No attorneys found for this zip code
"15622","50065",Davis City,IA,"593",10.95,54.14,0.68177368939,0.0149224198508,"50065",,"0",0,No attorneys found for this zip code
"15623","50066",Dawson,IA,"301",10.69,28.16,0.498197959283,0.0079029718362,"50066",,"0",0,No attorneys found for this zip code
"15624","50067",Decatur,IA,"403",7.04,57.28,0.727188603337,0.0158147689535,"50067",,"0",0,No attorneys found for this zip code
"15625","50068",Derby,IA,"406",14.15,28.69,0.375357333516,0.00794663471551,"50068",,"0",0,No attorneys found for this zip code
"15626","50069",De Soto,IA,"1437",211.63,6.79,0.260055231759,0.00189733566439,"50069",,"0",0,No attorneys found for this zip code
"15627","50070",Dexter,IA,"1583",24.13,65.61,0.833426520651,0.0183114597724,"50070","50070","1",0.632,"<br />BIRD, S. BRENNA FINDLEY<br />"
"15628","50071",Dows,IA,"1013",9.68,104.68,1.26357474219,0.0297622174085,"50071",,"0",0,No attorneys found for this zip code
"15629","50072",Earlham,IA,"2807",32.61,86.08,0.934052633379,0.0240303648813,"50072","50072","1",0.356,"<br />BRALAND, SAMUEL HERBERT<br />"
"15630","50073",Elkhart,IA,"1382",49.41,27.97,0.51524367483,0.00784730063097,"50073",,"0",0,No attorneys found for this zip code
"15631","50074",Ellston,IA,"333",6.85,48.62,0.478418777705,0.0134475515832,"50074",,"0",0,No attorneys found for this zip code
"15632","50075",Ellsworth,IA,"848",16.91,50.14,0.649037615126,0.0141847966889,"50075",,"0",0,No attorneys found for this zip code
"15633","50076",Exira,IA,"1390",12.22,113.72,1.44875289433,0.0318064548791,"50076","50076","1",0.719,"<br />RASMUSSEN, JOSEPH T<br />"
"15634","50101",Galt,IA,"74",11.6,6.38,0.296227481619,0.00181385815878,"50101",,"0",0,No attorneys found for this zip code
"15635","50103",Garden Grove,IA,"458",7.54,60.76,0.628152941243,0.0167873480674,"50103",,"0",0,No attorneys found for this zip code
"15636","50104",Gibson,IA,"121",11.13,10.87,0.288939918278,0.00303627309755,"50104",,"0",0,No attorneys found for this zip code
"15637","50105",Gilbert,IA,"1304",299.08,4.36,0.16657316933,0.0012295776765,"50105","50105","1",0.767,"<br />TROM-BIRD, PATRICIA JOANNE<br />"
"15638","50106",Gilman,IA,"1061",16.22,65.41,0.849602464491,0.0183771019167,"50106",,"0",0,No attorneys found for this zip code
"15639","50107",Grand Junction,IA,"1057",20.83,50.75,0.588365996945,0.0142911483219,"50107",,"0",0,No attorneys found for this zip code
"15640","50108",Grand River,IA,"476",6.02,79.11,0.709228585131,0.0218694962279,"50108",,"0",0,No attorneys found for this zip code
"15641","50109",Granger,IA,"3305",131.15,25.2,0.564887319793,0.00706647248598,"50109","50109","2",0.605,"<br />BOOTSMA, MICHAEL JOHN<br />GRELL, WILLIAM H.<br />"
"15642","50110",Gray,IA,"39",780,0.05,0.0217707424423,1.48143645699e-05,"50110",,"0",0,No attorneys found for this zip code
"15643","50111",Grimes,IA,"13032",530.84,24.55,0.525956632353,0.00687703671412,"50111","50111","10",0.767,"<br />ALTRINGER, JILL MARIE<br />ENGSTROM, ZACHARY S<br />FISK, ERIK S.<br />GEIB, BRANDON CHRISTOPHER<br />JONES, NICHOLAS ANDREW<br />LETSCH, CYNTHIA P.<br />MIKKELSEN, SCOTT DOUGLAS<br />OBERMEIER, BRADLEY CHARLES<br />STRUTT, CHARLES FROST<br />TERNUS, MARSHA K.<br />"
"15644","50112",Grinnell,IA,"11550",62.99,183.37,1.1901220898,0.0513979465097,"50112","50112","18",1.558,"<br />BIERMAN, JOHN F. III<br />CHARNETSKI, DONALD JOHN<br />CLOWER, ROBERT PARK III<br />FOLLETTE, CLINTON JAREL<br />GONYEA, DENISE MC KELVIE<br />HOLMES, KAMI LEE<br />JONES, DAVID ARIC<br />LACINA, THOMAS ANDREW<br />LAHN, PETER DAVID<br />LAMB, DALE ALLEN<br />MC KELVIE, DENNIS E.<br />MC NALLY, WILLIAM E.<br />PETIG, REBECCA LOU<br />RALPH, KRISTI V.<br />SCHILD, DONALD L.<br />SMALL, LANDON SCOTT<br />WHISLER, SCOTT A.<br />WOJCIAK, DEREK HAVEN<br />"
"15645","50115",Guthrie Center,IA,"2583",14.83,174.2,1.43858462427,0.0487941654094,"50115","50115","8",3.097,"<br />BAXTER, JOEL CHRISTOPHER<br />BEISCH, ASHLEY M.<br />BENTON, MARY L.<br />MC CLELLAN, MARCI L.<br />REINHART, ERIC DONALD<br />SAND, CHRISTINE LEE<br />TWILLMANN, JOHN DAVID<br />WILD, BEVERLY ELLEN<br />"
"15646","50116",Hamilton,IA,"339",19.12,17.73,0.438755205405,0.00492820841436,"50116",,"0",0,No attorneys found for this zip code
"15647","50117",Hamlin,IA,"219",7.94,27.57,0.637317189154,0.0077186891298,"50117",,"0",0,No attorneys found for this zip code
"15648","50118",Hartford,IA,"1029",80.02,12.86,0.816585610726,0.00358952184209,"50118",,"0",0,No attorneys found for this zip code
"15649","50119",Harvey,IA,"546",30.66,17.81,0.35562324144,0.00495985868012,"50119",,"0",0,No attorneys found for this zip code
"15650","50120",Haverhill,IA,"372",18.19,20.45,0.476767259064,0.00574836992921,"50120",,"0",0,No attorneys found for this zip code
"15651","50122",Hubbard,IA,"1379",15.88,86.83,0.917893416953,0.0245502082751,"50122",,"0",0,No attorneys found for this zip code
"15652","50123",Humeston,IA,"854",10.54,81.06,1.08190644281,0.0224182805561,"50123",,"0",0,No attorneys found for this zip code
"15653","50124",Huxley,IA,"4424",188.98,23.41,0.491413698834,0.00657666325923,"50124","50124","2",0.452,"<br />PARMENTER, DENNIS WAYNE<br />REWOLDT, DANA SUE LAMMERS<br />"
"15654","50125",Indianola,IA,"20943",129.19,162.11,1.34222911806,0.0451604670015,"50125","50125","27",1.289,"<br />CLOGG, RICHARD B.<br />CRABB, RICHMOND ALEXANDER<br />DALLINGER, CAROLYN ELIZABETH<br />DUNBAR, GEORGE WESLEY<br />EICHHOLZ, DOUGLAS ALLEN<br />ELCOCK, TARA MICHELLE<br />ELLIS, RYAN J.<br />GARRETT, JULIAN B.<br />GRAHAM, KIMBERLY ANNE<br />GRUBE, JORDAN DANIELLE<br />HALL, STEPHEN A.<br />HOAG, BRENDEN DEAN<br />KRAPFL, TERRANCE J.<br />LAIN, WALTER ALLEN<br />LAWYER, DENNIS M.<br />LUNDBERG, MARCY JO RIAL<br />MEYERS, KELLY VERWERS<br />MUELLER, MARILYN KAY<br />OUDERKIRK, MASON JAMES<br />PARKER, KEVIN ANDREW<br />PATIN, CLAIRE BERNICE<br />ROBAK, WILLIAM E.<br />ROGERS, JUSTIN T.<br />SCHLENKER, MARK FREDERICK<br />SEHNERT, TRACIE LYNN<br />SHRIVER, BRIANNA NOEL<br />STRONG, JOSEPH KEITH<br />"
"15655","50126",Iowa Falls,IA,"6665",46.03,144.79,1.25914810965,0.0410707444129,"50126","50126","4",0.6,"<br />HARDING, STACEY LYNN<br />JOHNSON, LARRY WAYNE<br />NEDERHOFF, TAYLOR  JAY W.<br />STOCKDALE, DANIEL L.<br />"
"15656","50127",Ira,IA,"90",3000,0.03,0.0110686134631,7.72468277e-06,"50127",,"0",0,No attorneys found for this zip code
"15657","50128",Jamaica,IA,"316",10.95,28.87,0.419184600984,0.00810550972434,"50128",,"0",0,No attorneys found for this zip code
"15658","50129",Jefferson,IA,"5030",30.25,166.26,1.25029792489,0.0468033487115,"50129","50129","19",3.777,"<br />COPELAND, VICKI RENAE<br />GERKEN, JOHN ALLEN<br />HOMMER, BRANDON PHILLIP<br />HORAK, ROBERT L.<br />HOYT, DAVID ALAN<br />KESTER, ADRIA<br />LAEHN, THOMAS RAYMOND<br />LAW, JONATHAN D.<br />MORAIN, DAVID FREDERICK<br />MUMMA, MICHAEL FREDERIC<br />OSTLUND, WILLIAM C.<br />PEDERSEN, KEITH DAVID<br />PEDERSEN, RITA MARIE HARMENING<br />POLKING, THOMAS W.<br />RASMUSSEN, MARK JAMES<br />SCHWARZKOPF, ROBERT A.<br />SNIDER, LAURA MARIE<br />THOMPSON, ELDON EARL IV<br />WILLIAMS, JOEL M.<br />"
"15659","50130",Jewell,IA,"1707",24.48,69.72,0.850046667967,0.0197152057099,"50130","50130","3",1.757,"<br />DEPPE, JUSTIN THEODORE<br />HENRY, ELLEN J.<br />HENRY, RUSSELL R.<br />"
